Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-07-12 01:30:00+00:00,30523.224609375,30555.125,30510.5,30543.474609375,2428928,0.0,0.0
2023-07-12 02:00:00+00:00,30542.890625,30577.44921875,30540.166015625,30570.37109375,11041792,0.0,0.0
2023-07-12 02:30:00+00:00,30578.052734375,30648.37890625,30574.724609375,30613.900390625,85278720,0.0,0.0
2023-07-12 03:00:00+00:00,30606.03515625,30629.521484375,30592.71484375,30629.521484375,6195200,0.0,0.0
2023-07-12 03:30:00+00:00,30630.48046875,30630.48046875,30596.08203125,30597.65625,0,0.0,0.0
2023-07-12 04:00:00+00:00,30599.19921875,30613.484375,30574.576171875,30612.544921875,7230464,0.0,0.0
2023-07-12 04:30:00+00:00,30608.75390625,30625.734375,30603.580078125,30624.212890625,6074368,0.0,0.0
2023-07-12 05:00:00+00:00,30631.6484375,30667.7421875,30626.60546875,30635.6796875,21339136,0.0,0.0
2023-07-12 05:30:00+00:00,30637.845703125,30683.16796875,30631.962890625,30656.896484375,61096960,0.0,0.0
2023-07-12 06:00:00+00:00,30662.232421875,30766.626953125,30639.203125,30764.046875,64087040,0.0,0.0
2023-07-12 06:30:00+00:00,30748.357421875,30766.140625,30708.83984375,30716.2265625,88552448,0.0,0.0
2023-07-12 07:00:00+00:00,30720.494140625,30783.16796875,30717.26953125,30783.16796875,5826560,0.0,0.0
2023-07-12 07:30:00+00:00,30785.3828125,30831.814453125,30757.294921875,30757.294921875,143440896,0.0,0.0
2023-07-12 08:00:00+00:00,30743.28125,30755.3671875,30715.021484375,30715.021484375,39013376,0.0,0.0
2023-07-12 08:30:00+00:00,30720.666015625,30752.783203125,30688.587890625,30752.783203125,39351296,0.0,0.0
2023-07-12 09:00:00+00:00,30752.455078125,30771.58203125,30689.794921875,30698.361328125,0,0.0,0.0
2023-07-12 09:30:00+00:00,30701.28515625,30735.953125,30698.099609375,30730.25390625,1572864,0.0,0.0
2023-07-12 10:00:00+00:00,30726.384765625,30726.384765625,30703.521484375,30711.171875,5955584,0.0,0.0
2023-07-12 10:30:00+00:00,30705.3515625,30706.037109375,30665.330078125,30674.498046875,52616192,0.0,0.0
2023-07-12 11:00:00+00:00,30682.38671875,30728.00390625,30669.00390625,30728.00390625,37310464,0.0,0.0
2023-07-12 11:30:00+00:00,30728.365234375,30780.251953125,30717.98828125,30761.576171875,90361856,0.0,0.0
2023-07-12 12:00:00+00:00,30764.32421875,30798.873046875,30739.55859375,30798.873046875,124888064,0.0,0.0
2023-07-12 12:30:00+00:00,30913.251953125,30959.96484375,30668.73828125,30713.126953125,1160321024,0.0,0.0
2023-07-12 13:00:00+00:00,30721.037109375,30844.416015625,30656.0234375,30656.0234375,306581504,0.0,0.0
2023-07-12 13:30:00+00:00,30665.00390625,30705.888671875,30526.048828125,30664.59765625,494747648,0.0,0.0
2023-07-12 14:00:00+00:00,30678.0078125,30817.744140625,30678.0078125,30745.9375,194987008,0.0,0.0
2023-07-12 14:30:00+00:00,30737.462890625,30822.60546875,30737.462890625,30753.04296875,46452736,0.0,0.0
2023-07-12 15:00:00+00:00,30727.1328125,30799.39453125,30675.697265625,30675.697265625,8453120,0.0,0.0
2023-07-12 15:30:00+00:00,30677.9921875,30681.6484375,30500.169921875,30512.48828125,349880320,0.0,0.0
2023-07-12 16:00:00+00:00,30513.30859375,30521.7890625,30440.73046875,30471.630859375,192359424,0.0,0.0
2023-07-12 16:30:00+00:00,30463.5078125,30512.943359375,30463.5078125,30468.537109375,54192128,0.0,0.0
2023-07-12 17:00:00+00:00,30472.564453125,30516.169921875,30435.794921875,30451.333984375,62938112,0.0,0.0
2023-07-12 17:30:00+00:00,30464.919921875,30499.828125,30437.470703125,30477.0,115294208,0.0,0.0
2023-07-12 18:00:00+00:00,30478.9453125,30494.853515625,30437.10546875,30494.853515625,18627584,0.0,0.0
2023-07-12 18:30:00+00:00,30507.2109375,30534.384765625,30507.2109375,30518.7578125,15648768,0.0,0.0
2023-07-12 19:00:00+00:00,30526.35546875,30526.35546875,30318.697265625,30377.216796875,224622592,0.0,0.0
2023-07-12 19:30:00+00:00,30366.0,30366.0,30228.8359375,30291.626953125,426642432,0.0,0.0
2023-07-12 20:00:00+00:00,30281.271484375,30321.181640625,30246.5234375,30312.173828125,97094656,0.0,0.0
2023-07-12 20:30:00+00:00,30303.259765625,30348.201171875,30300.517578125,30336.73046875,65377280,0.0,0.0
2023-07-12 21:00:00+00:00,30339.044921875,30358.65625,30325.79296875,30348.7421875,1315840,0.0,0.0
2023-07-12 21:30:00+00:00,30348.947265625,30373.162109375,30323.9453125,30373.162109375,16547840,0.0,0.0
2023-07-12 22:00:00+00:00,30354.330078125,30373.205078125,30351.955078125,30362.5625,1273856,0.0,0.0
2023-07-12 22:30:00+00:00,30362.333984375,30367.904296875,30348.22265625,30363.859375,11718656,0.0,0.0
2023-07-12 23:00:00+00:00,30371.263671875,30379.0546875,30363.380859375,30369.6640625,413696,0.0,0.0
2023-07-12 23:30:00+00:00,30373.4765625,30414.046875,30369.482421875,30395.693359375,61400064,0.0,0.0
2023-07-13 00:00:00+00:00,30383.373046875,30433.5234375,30383.373046875,30398.8203125,4072448,0.0,0.0
2023-07-13 00:30:00+00:00,30396.876953125,30398.42578125,30352.18359375,30357.138671875,13517824,0.0,0.0
2023-07-13 01:00:00+00:00,30356.65625,30386.16796875,30321.3125,30333.775390625,0,0.0,0.0
2023-07-13 01:30:00+00:00,30333.35546875,30388.080078125,30305.92578125,30381.76953125,58823680,0.0,0.0
2023-07-13 02:00:00+00:00,30382.578125,30382.578125,30345.19921875,30370.134765625,40158208,0.0,0.0
2023-07-13 02:30:00+00:00,30368.05078125,30381.822265625,30329.462890625,30329.462890625,13131776,0.0,0.0
2023-07-13 03:00:00+00:00,30338.482421875,30343.560546875,30299.9375,30299.9375,53464064,0.0,0.0
2023-07-13 03:30:00+00:00,30303.015625,30304.1015625,30284.103515625,30301.91015625,74534912,0.0,0.0
2023-07-13 04:00:00+00:00,30295.505859375,30299.771484375,30268.3515625,30291.017578125,59908096,0.0,0.0
2023-07-13 04:30:00+00:00,30288.54296875,30316.51171875,30287.29296875,30294.900390625,19547136,0.0,0.0
2023-07-13 05:00:00+00:00,30298.5546875,30313.244140625,30271.787109375,30311.384765625,30525440,0.0,0.0
2023-07-13 05:30:00+00:00,30309.90625,30319.509765625,30288.26171875,30319.509765625,9876480,0.0,0.0
2023-07-13 06:00:00+00:00,30321.56640625,30355.732421875,30309.130859375,30355.732421875,52967424,0.0,0.0
2023-07-13 06:30:00+00:00,30359.994140625,30387.927734375,30336.080078125,30380.107421875,12319744,0.0,0.0
2023-07-13 07:00:00+00:00,30382.41796875,30420.267578125,30381.771484375,30406.30078125,25005056,0.0,0.0
2023-07-13 07:30:00+00:00,30408.51171875,30408.51171875,30366.98046875,30370.517578125,0,0.0,0.0
2023-07-13 08:00:00+00:00,30368.921875,30408.103515625,30354.5234375,30407.380859375,17269760,0.0,0.0
2023-07-13 08:30:00+00:00,30408.26171875,30416.0625,30387.181640625,30416.0625,15476736,0.0,0.0
2023-07-13 09:00:00+00:00,30414.064453125,30515.3359375,30414.064453125,30493.58203125,220227584,0.0,0.0
2023-07-13 09:30:00+00:00,30490.494140625,30592.408203125,30490.494140625,30570.15625,196536320,0.0,0.0
2023-07-13 10:00:00+00:00,30573.52734375,30582.203125,30531.669921875,30555.75390625,99904512,0.0,0.0
2023-07-13 10:30:00+00:00,30556.580078125,30627.650390625,30556.580078125,30583.326171875,143889408,0.0,0.0
2023-07-13 11:00:00+00:00,30585.818359375,30600.36328125,30559.0703125,30576.662109375,32765952,0.0,0.0
2023-07-13 11:30:00+00:00,30577.970703125,30585.0,30547.46875,30549.134765625,7948288,0.0,0.0
2023-07-13 12:00:00+00:00,30546.548828125,30578.81640625,30546.548828125,30549.830078125,9089024,0.0,0.0
2023-07-13 12:30:00+00:00,30540.138671875,30588.93359375,30486.689453125,30522.55859375,0,0.0,0.0
2023-07-13 13:00:00+00:00,30525.603515625,30559.67578125,30518.71484375,30540.216796875,0,0.0,0.0
2023-07-13 13:30:00+00:00,30536.16015625,30670.033203125,30526.578125,30659.2890625,38122496,0.0,0.0
2023-07-13 14:00:00+00:00,30671.3359375,30684.556640625,30493.55859375,30538.482421875,21137408,0.0,0.0
2023-07-13 14:30:00+00:00,30553.427734375,30616.08203125,30553.427734375,30567.146484375,28726272,0.0,0.0
2023-07-13 15:00:00+00:00,30572.943359375,30773.95703125,30562.8046875,30761.0625,116762624,0.0,0.0
2023-07-13 15:30:00+00:00,30792.55078125,31115.330078125,30771.375,30955.048828125,1773628416,0.0,0.0
2023-07-13 16:00:00+00:00,30918.515625,30973.611328125,30852.712890625,30910.9609375,672654336,0.0,0.0
2023-07-13 16:30:00+00:00,30893.447265625,30909.931640625,30762.318359375,30830.255859375,661450752,0.0,0.0
2023-07-13 17:00:00+00:00,30851.8203125,30925.966796875,30828.681640625,30925.966796875,316906496,0.0,0.0
2023-07-13 17:30:00+00:00,30904.76171875,31216.70703125,30893.4765625,31117.787109375,1235706880,0.0,0.0
2023-07-13 18:00:00+00:00,31084.3515625,31452.06640625,31079.916015625,31282.48828125,1448695808,0.0,0.0
2023-07-13 18:30:00+00:00,31298.068359375,31303.484375,31139.0078125,31263.69140625,806746112,0.0,0.0
2023-07-13 19:00:00+00:00,31290.1953125,31748.0859375,31268.94140625,31748.0859375,766535680,0.0,0.0
2023-07-13 19:30:00+00:00,31716.80859375,31766.64453125,31552.8828125,31663.47265625,847740928,0.0,0.0
2023-07-13 20:00:00+00:00,31657.505859375,31719.69140625,31561.255859375,31592.94140625,263215104,0.0,0.0
2023-07-13 20:30:00+00:00,31582.263671875,31582.263671875,31340.689453125,31340.689453125,352659456,0.0,0.0
2023-07-13 21:00:00+00:00,31374.8359375,31382.828125,31098.59765625,31166.60546875,657733632,0.0,0.0
2023-07-13 21:30:00+00:00,31163.314453125,31294.552734375,31145.125,31275.759765625,310693888,0.0,0.0
2023-07-13 22:00:00+00:00,31266.619140625,31369.34375,31262.1171875,31330.916015625,233420800,0.0,0.0
2023-07-13 22:30:00+00:00,31328.716796875,31338.083984375,31239.009765625,31327.86328125,219332608,0.0,0.0
2023-07-13 23:00:00+00:00,31322.255859375,31403.9609375,31322.255859375,31385.46875,155731968,0.0,0.0
2023-07-13 23:30:00+00:00,31376.603515625,31496.548828125,31376.603515625,31496.548828125,235120640,0.0,0.0
2023-07-14 00:00:00+00:00,31474.720703125,31495.85546875,31388.86328125,31388.86328125,273502208,0.0,0.0
2023-07-14 00:30:00+00:00,31411.24609375,31515.765625,31407.376953125,31440.68359375,432969728,0.0,0.0
2023-07-14 01:00:00+00:00,31450.412109375,31491.8359375,31355.30078125,31420.0,367728640,0.0,0.0
2023-07-14 01:30:00+00:00,31420.11328125,31442.90234375,31403.966796875,31432.58203125,123992064,0.0,0.0
2023-07-14 02:00:00+00:00,31433.23046875,31470.38671875,31411.6328125,31414.6484375,121708544,0.0,0.0
2023-07-14 02:30:00+00:00,31409.69140625,31478.83984375,31401.298828125,31478.83984375,120303616,0.0,0.0
2023-07-14 03:00:00+00:00,31475.818359375,31582.25390625,31432.798828125,31517.0859375,217374720,0.0,0.0
2023-07-14 03:30:00+00:00,31524.609375,31537.673828125,31437.271484375,31467.40625,99776512,0.0,0.0
2023-07-14 04:00:00+00:00,31470.732421875,31475.087890625,31444.169921875,31462.5234375,35430400,0.0,0.0
2023-07-14 04:30:00+00:00,31474.05078125,31474.05078125,31401.544921875,31404.04296875,115994624,0.0,0.0
2023-07-14 05:00:00+00:00,31404.59375,31409.228515625,31380.822265625,31387.080078125,49469440,0.0,0.0
2023-07-14 05:30:00+00:00,31389.19921875,31400.7265625,31362.173828125,31368.548828125,79886336,0.0,0.0
2023-07-14 06:00:00+00:00,31370.02734375,31397.056640625,31348.515625,31348.515625,28719104,0.0,0.0
2023-07-14 06:30:00+00:00,31348.673828125,31351.849609375,31310.08984375,31310.08984375,66607104,0.0,0.0
2023-07-14 07:00:00+00:00,31307.05078125,31344.9921875,31268.6328125,31275.8203125,53379072,0.0,0.0
2023-07-14 07:30:00+00:00,31270.537109375,31270.537109375,31103.12109375,31118.947265625,354961408,0.0,0.0
2023-07-14 08:00:00+00:00,31114.04296875,31250.12109375,31114.04296875,31229.5859375,282812416,0.0,0.0
2023-07-14 08:30:00+00:00,31240.08203125,31293.0546875,31231.8671875,31246.814453125,110893056,0.0,0.0
2023-07-14 09:00:00+00:00,31251.279296875,31251.279296875,31173.162109375,31216.0,63678464,0.0,0.0
2023-07-14 09:30:00+00:00,31214.599609375,31227.68359375,31163.4453125,31210.015625,26568704,0.0,0.0
2023-07-14 10:00:00+00:00,31203.892578125,31207.951171875,31164.140625,31169.158203125,85309440,0.0,0.0
2023-07-14 10:30:00+00:00,31175.615234375,31176.294921875,31118.130859375,31176.294921875,73641984,0.0,0.0
2023-07-14 11:00:00+00:00,31181.828125,31229.548828125,31154.607421875,31229.548828125,77697024,0.0,0.0
2023-07-14 11:30:00+00:00,31222.548828125,31228.52734375,31199.9140625,31223.40234375,90316800,0.0,0.0
2023-07-14 12:00:00+00:00,31216.845703125,31223.63671875,31194.22265625,31205.447265625,67686400,0.0,0.0
2023-07-14 12:30:00+00:00,31202.029296875,31203.798828125,31128.9453125,31153.56640625,34623488,0.0,0.0
2023-07-14 13:00:00+00:00,31140.73046875,31182.12890625,31112.86328125,31154.205078125,90996736,0.0,0.0
2023-07-14 13:30:00+00:00,31156.337890625,31281.51171875,31103.986328125,31269.041015625,150343680,0.0,0.0
2023-07-14 14:00:00+00:00,31262.39453125,31266.83984375,31217.501953125,31229.625,37490688,0.0,0.0
2023-07-14 14:30:00+00:00,31224.734375,31336.552734375,31218.255859375,31330.0078125,174098432,0.0,0.0
2023-07-14 15:00:00+00:00,31328.943359375,31352.33984375,31267.03515625,31333.974609375,156454912,0.0,0.0
2023-07-14 15:30:00+00:00,31337.541015625,31354.48046875,31225.90625,31249.158203125,0,0.0,0.0
2023-07-14 16:00:00+00:00,31244.59375,31278.80078125,31218.01953125,31218.01953125,0,0.0,0.0
2023-07-14 16:30:00+00:00,31187.38671875,31254.794921875,31116.55078125,31225.42578125,0,0.0,0.0
2023-07-14 17:00:00+00:00,31218.31640625,31218.31640625,30904.6484375,30959.787109375,497739776,0.0,0.0
2023-07-14 17:30:00+00:00,30940.5546875,30977.34375,30752.052734375,30752.052734375,14536704,0.0,0.0
2023-07-14 18:00:00+00:00,30702.1875,30770.630859375,30409.931640625,30456.349609375,182384640,0.0,0.0
2023-07-14 18:30:00+00:00,30394.455078125,30394.455078125,30085.791015625,30116.93359375,846075904,0.0,0.0
2023-07-14 19:00:00+00:00,30123.451171875,30253.87890625,29966.38671875,30198.185546875,479291392,0.0,0.0
2023-07-14 19:30:00+00:00,30177.798828125,30177.798828125,30082.361328125,30115.728515625,0,0.0,0.0
2023-07-14 20:00:00+00:00,30127.4140625,30132.646484375,30014.93359375,30014.93359375,7917568,0.0,0.0
2023-07-14 20:30:00+00:00,30031.552734375,30246.78125,30000.6953125,30212.83203125,128997376,0.0,0.0
2023-07-14 21:00:00+00:00,30207.328125,30287.29296875,30207.328125,30224.142578125,0,0.0,0.0
2023-07-14 21:30:00+00:00,30229.47265625,30260.244140625,30183.26171875,30260.244140625,12494848,0.0,0.0
2023-07-14 22:00:00+00:00,30257.21875,30257.21875,30228.62890625,30246.3125,0,0.0,0.0
2023-07-14 22:30:00+00:00,30245.9296875,30268.9765625,30243.072265625,30267.533203125,0,0.0,0.0
2023-07-14 23:00:00+00:00,30265.505859375,30313.9296875,30240.912109375,30313.9296875,15022080,0.0,0.0
2023-07-14 23:30:00+00:00,30317.208984375,30334.15234375,30274.91015625,30330.07421875,4304896,0.0,0.0
2023-07-15 00:00:00+00:00,30331.783203125,30331.783203125,30263.462890625,30300.75390625,0,0.0,0.0
2023-07-15 00:30:00+00:00,30313.65234375,30342.203125,30290.537109375,30339.111328125,0,0.0,0.0
2023-07-15 01:00:00+00:00,30348.046875,30358.369140625,30320.53125,30356.880859375,0,0.0,0.0
2023-07-15 01:30:00+00:00,30358.5078125,30407.78125,30354.8203125,30354.8203125,0,0.0,0.0
2023-07-15 02:00:00+00:00,30357.865234375,30357.865234375,30320.013671875,30325.564453125,0,0.0,0.0
2023-07-15 02:30:00+00:00,30321.34765625,30340.125,30316.076171875,30319.71484375,5672960,0.0,0.0
2023-07-15 03:00:00+00:00,30316.0703125,30316.84375,30288.91015625,30308.642578125,0,0.0,0.0
2023-07-15 03:30:00+00:00,30304.90625,30342.666015625,30304.90625,30306.548828125,0,0.0,0.0
2023-07-15 04:00:00+00:00,30307.38671875,30332.51171875,30306.314453125,30332.51171875,0,0.0,0.0
2023-07-15 04:30:00+00:00,30335.671875,30337.318359375,30306.46484375,30313.95703125,0,0.0,0.0
2023-07-15 05:00:00+00:00,30311.392578125,30323.837890625,30281.439453125,30281.439453125,735232,0.0,0.0
2023-07-15 05:30:00+00:00,30280.40234375,30309.021484375,30280.40234375,30306.083984375,10092544,0.0,0.0
2023-07-15 06:00:00+00:00,30308.025390625,30323.244140625,30287.50390625,30306.6015625,2795520,0.0,0.0
2023-07-15 06:30:00+00:00,30309.150390625,30324.4921875,30305.15625,30324.4921875,0,0.0,0.0
2023-07-15 07:00:00+00:00,30323.66015625,30362.28125,30319.55078125,30351.65234375,11192320,0.0,0.0
2023-07-15 07:30:00+00:00,30345.94140625,30370.083984375,30324.4296875,30345.939453125,0,0.0,0.0
2023-07-15 08:00:00+00:00,30347.505859375,30347.6484375,30308.84765625,30323.623046875,970752,0.0,0.0
2023-07-15 08:30:00+00:00,30324.380859375,30356.552734375,30324.380859375,30328.564453125,0,0.0,0.0
2023-07-15 09:00:00+00:00,30331.48046875,30344.591796875,30325.232421875,30343.05078125,0,0.0,0.0
2023-07-15 09:30:00+00:00,30343.185546875,30361.0703125,30337.9765625,30358.076171875,0,0.0,0.0
2023-07-15 10:00:00+00:00,30360.3984375,30380.427734375,30358.298828125,30372.353515625,7526400,0.0,0.0
2023-07-15 10:30:00+00:00,30374.810546875,30377.759765625,30331.076171875,30337.984375,0,0.0,0.0
2023-07-15 11:00:00+00:00,30340.2890625,30345.95703125,30313.939453125,30316.3671875,3016704,0.0,0.0
2023-07-15 11:30:00+00:00,30314.583984375,30332.013671875,30314.583984375,30324.064453125,0,0.0,0.0
2023-07-15 12:00:00+00:00,30322.974609375,30359.015625,30322.974609375,30355.533203125,0,0.0,0.0
2023-07-15 12:30:00+00:00,30365.26953125,30366.8828125,30345.51171875,30365.84375,6381568,0.0,0.0
2023-07-15 13:00:00+00:00,30363.296875,30363.296875,30320.890625,30320.890625,0,0.0,0.0
2023-07-15 13:30:00+00:00,30328.328125,30340.470703125,30295.474609375,30338.720703125,0,0.0,0.0
2023-07-15 14:00:00+00:00,30337.328125,30341.68359375,30308.744140625,30308.744140625,0,0.0,0.0
2023-07-15 14:30:00+00:00,30305.984375,30324.041015625,30298.853515625,30299.59375,0,0.0,0.0
2023-07-15 15:00:00+00:00,30294.64453125,30321.45703125,30270.994140625,30299.330078125,5428224,0.0,0.0
2023-07-15 15:30:00+00:00,30298.880859375,30328.302734375,30297.283203125,30312.5625,0,0.0,0.0
2023-07-15 16:00:00+00:00,30312.359375,30313.62109375,30285.046875,30294.966796875,13060096,0.0,0.0
2023-07-15 16:30:00+00:00,30295.853515625,30298.697265625,30271.978515625,30291.275390625,0,0.0,0.0
2023-07-15 17:00:00+00:00,30291.98046875,30315.451171875,30291.98046875,30314.0546875,0,0.0,0.0
2023-07-15 17:30:00+00:00,30313.40234375,30322.91796875,30280.232421875,30289.572265625,0,0.0,0.0
2023-07-15 18:00:00+00:00,30291.625,30313.26171875,30291.625,30313.26171875,0,0.0,0.0
2023-07-15 18:30:00+00:00,30315.779296875,30361.955078125,30315.779296875,30338.724609375,0,0.0,0.0
2023-07-15 19:00:00+00:00,30333.40234375,30357.1328125,30333.265625,30350.548828125,0,0.0,0.0
2023-07-15 19:30:00+00:00,30353.84375,30353.84375,30338.05859375,30342.01953125,0,0.0,0.0
2023-07-15 20:00:00+00:00,30339.591796875,30339.591796875,30309.32421875,30314.12109375,0,0.0,0.0
2023-07-15 20:30:00+00:00,30317.1171875,30317.1171875,30301.13671875,30314.359375,0,0.0,0.0
2023-07-15 21:00:00+00:00,30313.1796875,30313.1796875,30296.662109375,30301.751953125,0,0.0,0.0
2023-07-15 21:30:00+00:00,30303.6015625,30313.19140625,30303.111328125,30312.607421875,0,0.0,0.0
2023-07-15 22:00:00+00:00,30307.3828125,30316.263671875,30298.166015625,30315.7265625,0,0.0,0.0
2023-07-15 22:30:00+00:00,30318.181640625,30319.9296875,30288.85546875,30293.572265625,0,0.0,0.0
2023-07-15 23:00:00+00:00,30290.12109375,30295.65234375,30287.037109375,30295.65234375,7860736,0.0,0.0
2023-07-15 23:30:00+00:00,30297.271484375,30297.271484375,30285.216796875,30293.80078125,0,0.0,0.0
2023-07-16 00:00:00+00:00,30297.47265625,30309.85546875,30282.888671875,30285.80078125,0,0.0,0.0
2023-07-16 00:30:00+00:00,30285.798828125,30305.53125,30282.947265625,30305.53125,0,0.0,0.0
2023-07-16 01:00:00+00:00,30305.154296875,30339.0,30305.154296875,30328.59765625,6158848,0.0,0.0
2023-07-16 01:30:00+00:00,30322.5859375,30325.904296875,30270.376953125,30278.099609375,8112128,0.0,0.0
2023-07-16 02:00:00+00:00,30272.818359375,30277.48046875,30122.935546875,30137.279296875,285761024,0.0,0.0
2023-07-16 02:30:00+00:00,30128.99609375,30325.126953125,30128.99609375,30269.70703125,227863040,0.0,0.0
2023-07-16 03:00:00+00:00,30267.20703125,30267.20703125,30207.05859375,30216.515625,4779520,0.0,0.0
2023-07-16 03:30:00+00:00,30217.296875,30247.296875,30192.3125,30192.3125,25873408,0.0,0.0
2023-07-16 04:00:00+00:00,30195.779296875,30218.30859375,30175.119140625,30179.755859375,29747200,0.0,0.0
